path,dog,cat
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10020.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10021.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10022.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10023.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10024.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10025.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10026.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10027.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10028.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10029.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1003.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10030.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10031.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10032.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10033.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10034.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10035.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10036.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10037.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10038.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10039.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1004.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10040.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10041.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10042.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10043.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10044.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10045.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10046.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10047.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10048.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10049.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1005.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10050.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10051.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10052.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10053.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10054.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10055.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10056.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10057.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10058.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10059.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1006.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10060.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10061.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10062.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10063.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10064.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10065.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10066.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10067.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10068.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10069.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1007.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10070.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10071.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10072.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10073.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10074.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10075.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10076.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10077.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10078.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10079.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1008.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10080.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10081.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10082.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10083.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10084.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10085.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10086.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10087.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10088.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10089.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1009.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10090.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10091.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10092.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10093.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10094.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10095.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10096.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10097.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10098.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10099.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.101.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1010.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10100.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10101.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10102.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10103.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10104.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10105.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10106.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10107.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10108.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10109.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1011.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10110.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10111.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10112.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10113.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10114.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10115.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10116.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10117.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10118.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10119.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1012.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10120.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10121.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10122.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10123.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10124.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10125.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10126.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10127.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10128.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10129.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1013.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10130.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10131.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10132.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10133.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10134.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10135.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10136.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10137.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10138.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10139.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1014.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10140.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10141.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10142.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10143.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10144.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10145.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10146.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10147.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10148.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10149.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1015.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10150.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10151.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10152.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10153.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10154.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10155.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10156.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10157.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10158.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10159.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1016.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10160.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10161.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10162.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10163.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10164.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10165.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10166.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10167.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10168.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10169.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1017.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10170.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10171.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10172.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10173.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10174.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10175.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10176.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10177.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10178.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10179.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1018.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10180.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10181.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10182.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10183.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10184.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10185.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10186.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10187.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10188.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10189.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1019.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10190.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10191.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10192.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10193.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10194.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10195.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10196.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10197.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10198.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10199.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.102.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1020.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10200.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10201.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10202.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10203.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10204.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10205.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10206.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10207.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10208.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10209.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1021.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10210.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10211.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10212.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10213.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10214.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10215.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10216.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10217.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10218.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10219.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1022.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10220.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10221.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10222.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10223.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10224.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10225.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10226.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10227.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10228.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10229.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1023.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10230.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10231.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10232.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10233.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10234.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10235.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10236.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10237.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10238.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10239.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1024.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10240.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10241.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10242.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10243.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10244.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10245.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10246.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10247.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10248.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10249.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1025.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10250.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10251.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10252.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10253.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10254.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10255.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10256.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10257.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10258.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10259.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1026.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10260.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10261.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10262.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10263.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10264.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10265.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10266.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10267.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10268.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10269.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1027.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10270.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10271.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10272.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10273.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10274.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10275.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10276.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10277.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10278.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10279.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1028.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10280.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10281.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10282.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10283.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10284.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10285.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10286.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10287.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10288.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10289.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1029.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10290.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10291.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10292.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10293.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10294.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10295.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10296.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10297.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10298.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10299.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.103.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1030.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10300.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10301.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10302.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10303.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10304.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10305.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10306.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10307.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10308.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10309.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1031.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10310.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10311.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10312.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10313.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10314.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10315.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10316.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10317.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10318.jpg,0,1
